4.881380829966948109e-01 5.326478149100256632e-01 5.360264414248989695e-01 5.054719059860448560e-01 5.856775615130370705e-01 5.000367242012486724e-01
4.881380829966948109e-01 5.326478149100256632e-01 5.360264414248989695e-01 5.054719059860448560e-01 5.856775615130370705e-01 5.166360631656261582e-01
4.979801689313257396e-01 5.128167462357693385e-01 5.360264414248989695e-01 5.054719059860448560e-01 5.856775615130370705e-01 5.169298567756150931e-01
4.971722365038560576e-01 5.326478149100256632e-01 5.360264414248989695e-01 5.054719059860448560e-01 5.856775615130370705e-01 4.970253396988615346e-01
4.881380829966948109e-01 5.326478149100256632e-01 5.360264414248989695e-01 5.054719059860448560e-01 5.856775615130370705e-01 5.169298567756150931e-01
4.987881013587954215e-01 5.326478149100256632e-01 5.360264414248989695e-01 5.051046639735585764e-01 5.856775615130370705e-01 5.157546823356592425e-01
4.889460154241645484e-01 5.326478149100256632e-01 5.360264414248989695e-01 5.054719059860448560e-01 5.856775615130370705e-01 5.169298567756150931e-01
4.881380829966948109e-01 5.326478149100256632e-01 5.360264414248989695e-01 5.054719059860448560e-01 5.856775615130370705e-01 5.169298567756150931e-01
4.881380829966948109e-01 5.326478149100256632e-01 5.360264414248989695e-01 5.054719059860448560e-01 5.856775615130370705e-01 5.169298567756150931e-01
4.881380829966948109e-01 5.326478149100256632e-01 5.360264414248989695e-01 5.054719059860448560e-01 5.856775615130370705e-01 5.169298567756150931e-01
4.881380829966948109e-01 5.326478149100256632e-01 5.360264414248989695e-01 5.054719059860448560e-01 5.856775615130370705e-01 5.169298567756150931e-01
4.896070510466397629e-01 5.279471171502019278e-01 5.360264414248989695e-01 5.066470804260007066e-01 5.856775615130370705e-01 5.161953727506426448e-01
4.881380829966948109e-01 5.326478149100256632e-01 5.360264414248989695e-01 5.054719059860448560e-01 5.856775615130370705e-01 5.049577671685641089e-01
4.881380829966948109e-01 5.326478149100256632e-01 5.360264414248989695e-01 5.054719059860448560e-01 5.856775615130370705e-01 5.180315828130738209e-01
4.881380829966948109e-01 5.326478149100256632e-01 5.360264414248989695e-01 5.054719059860448560e-01 5.856775615130370705e-01 5.138450238707308326e-01
4.881380829966948109e-01 5.344840249724568393e-01 5.360264414248989695e-01 5.054719059860448560e-01 5.856775615130370705e-01 5.169298567756150931e-01
4.881380829966948109e-01 5.326478149100256632e-01 5.360264414248989695e-01 5.054719059860448560e-01 5.856775615130370705e-01 5.169298567756150931e-01
4.881380829966948109e-01 5.280205655526992725e-01 5.360264414248989695e-01 5.046639735585750630e-01 5.856775615130370705e-01 5.164157179581344570e-01
4.901946382666176882e-01 5.326478149100256632e-01 5.360264414248989695e-01 5.026808666911494194e-01 5.856775615130370705e-01 5.208960705104663802e-01
4.881380829966948109e-01 5.297833272126331039e-01 5.360264414248989695e-01 5.147998531031949820e-01 5.856775615130370705e-01 5.180315828130738209e-01
